Step,Iteration,RedMeanReward,RedRewardStd,WinRateRecent,WinRateCumul,RedMissiles,BlueMissiles,Episodes,RedWins,BlueWins,Draws,RedAliveMean,BlueAliveMean,RedDeathsMissile,RedDeathsCrash,BlueDeathsMissile,BlueDeathsCrash,RedMissileHits,BlueMissileHits,RedMissileHitRate,BlueMissileHitRate,KD_Red_AllDeaths,KD_Red_MissileOnly,RWR,RWRDenominatorZero,RewardVersion,RewardMode,ObsNormalization,PIDProfile,PIDThrottleBase,MissileGuidanceMode,CheckpointSchema,ActionDistribution,AltitudeRewardConfigVersion,AltitudeRewardConfig,ActionStdMean,ActionStdMin,ActionStdMax,ActionLogStdMean,ActorLoss,CriticLoss,LatentEntropy,r_pitch,r_roll,r_alt,r_bound,r_vel,r_adv,r_end,r_death,r_pitch_team_sum,r_pitch_per_agent_mean,r_roll_team_sum,r_roll_per_agent_mean,r_alt_team_sum,r_alt_per_agent_mean,r_bound_team_sum,r_bound_per_agent_mean,r_vel_team_sum,r_vel_per_agent_mean,r_adv_team_sum,r_adv_per_agent_mean,r_end_team,LaunchDiagRedGeometryOk,LaunchDiagBlueGeometryOk,LaunchDiagRedLaunches,LaunchDiagBlueLaunches,LaunchDiagRedRangeOk,LaunchDiagRedAoOk,LaunchDiagRedTaOk,LaunchDiagBlueRangeOk,LaunchDiagBlueAoOk,LaunchDiagBlueTaOk,LaunchDiagRedEngagedBlocked,LaunchDiagBlueEngagedBlocked,LaunchDiagRedCooldownBlocked,LaunchDiagBlueCooldownBlocked,LaunchDiagRedKillCooldownBlocked,LaunchDiagBlueKillCooldownBlocked,LaunchDiagRedLockMature,LaunchDiagBlueLockMature,RedGeometryToLaunchRate,BlueGeometryToLaunchRate,RedRangeToGeometryRate,BlueRangeToGeometryRate,RedLaunchRangeMean,RedLaunchRangeP25,RedLaunchRangeP50,RedLaunchRangeP75,RedLaunchAoDegMean,RedLaunchAoDegP50,RedLaunchTaDegMean,RedLaunchTaDegP50,RedLaunchClosingSpeedMean,RedLaunchAltitudeDiffAbsMean,RedLaunchHitRateFromQualityRecords,BlueLaunchRangeMean,BlueLaunchRangeP25,BlueLaunchRangeP50,BlueLaunchRangeP75,BlueLaunchAoDegMean,BlueLaunchAoDegP50,BlueLaunchTaDegMean,BlueLaunchTaDegP50,BlueLaunchClosingSpeedMean,BlueLaunchAltitudeDiffAbsMean,BlueLaunchHitRateFromQualityRecords,RedActionAbsMean,RedActionNearBoundFrac,RedActionNearBoundFracPitch,RedActionNearBoundFracHeading,RedActionNearBoundFracVelocity
22000,11,-381.84151428222657,25.524964043475496,0.0,0.0,0.0,3.32,188,0,188,0,0.0,3.0,564,0,0,0,0,564,0.0,0.8730650154798761,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.33053159713745117,0.3261924088001251,0.33700326085090637,-1.107151985168457,-0.033772446354851125,2017.1439697265625,0.923676672577858,-0.0004308255532894083,-0.0005618495690789827,0.5075256949535367,0.0,0.0,-292.34804549003786,-90.0,0.0,-0.0004308255532894083,-0.0001436085177631361,-0.0005618495690789827,-0.00018728318969299425,0.5075256949535367,0.1691752316511789,0.0,0.0,0.0,0.0,-292.34804549003786,-97.44934849667929,-90.0,0,1298,0,60,190972,53134,0,101861,102184,1298,0,89111,0,12,0,0,0,72,0.0,0.046224961479198766,0.0,0.012742855459891421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4801.528765024308,4347.343043609697,4792.682874536996,5341.840965978393,12.676462645437777,10.979385419306627,97.67868377987966,94.77527538844804,224.9225568988455,537.022253753962,0.8793103448275862,0.25958620554379797,0.0,0.0,0.0,0.0
24000,12,-377.98765747070314,23.065511377700354,0.0,0.0,0.0,3.3,203,0,203,0,0.0,3.0,609,0,0,0,0,609,0.0,0.8662873399715505,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.33364391326904297,0.32875531911849976,0.339582622051239,-1.0977709293365479,-0.021015962888486683,1840.5897338867187,0.9491705074906349,-0.0004407312556242995,-0.0012786354258473684,0.5338975756289553,0.0,0.0,-288.51984256807935,-90.0,0.0,-0.0004407312556242995,-0.00014691041854143316,-0.0012786354258473684,-0.00042621180861578947,0.5338975756289553,0.1779658585429851,0.0,0.0,0.0,0.0,-288.51984256807935,-96.17328085602645,-90.0,0,1335,0,57,188205,55959,0,103011,103296,1335,0,85194,0,48,0,0,0,105,0.0,0.04269662921348315,0.0,0.012959780994262749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4661.691629861782,4214.642004516397,4694.0837349488565,5276.921023006606,14.181201854895734,14.153760942147349,98.01250595063087,96.29787302900496,213.88524057183625,583.8428561705588,0.9090909090909091,0.2614055209002284,0.0,0.0,0.0,0.0
26000,13,-374.9664892578125,23.16910904304113,0.0,0.0,0.0,3.34,222,0,222,0,0.0,3.0,666,0,0,0,0,666,0.0,0.8763157894736842,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3370443284511566,0.33150768280029297,0.34145238995552063,-1.0876165628433228,-0.03750620007049292,1879.0471557617188,0.9788732476532459,-2.5096857848130274e-05,-0.0013646048572307817,0.4132628454816938,0.0,0.0,-285.3783767695276,-90.0,0.0,-2.5096857848130274e-05,-8.365619282710091e-06,-0.0013646048572307817,-0.0004548682857435939,0.4132628454816938,0.13775428182723126,0.0,0.0,0.0,0.0,-285.3783767695276,-95.12612558984254,-90.0,0,1266,0,57,194273,61059,0,107932,108293,1266,0,86341,0,64,0,0,0,121,0.0,0.045023696682464455,0.0,0.011729607530667457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4685.301251512849,4214.7552844526535,4741.863584859054,5183.21376500708,11.769854660899561,11.94375206554181,96.3313600290338,94.51541157620213,229.62562377381482,597.5707167898194,0.9,0.26213646690158626,0.0,0.0,0.0,0.0
28000,14,-374.4303741455078,20.273811968508546,0.0,0.0,0.0,3.32,239,0,239,0,0.0,3.0,717,0,0,0,0,717,0.0,0.8765281173594132,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.34109997749328613,0.33426445722579956,0.34647446870803833,-1.0756914615631104,-0.041864709672518076,1747.8428344726562,1.0118868552148341,-4.97407062397917e-05,-0.002251396500533984,0.3964289172111951,0.0,0.0,-284.82451209423243,-90.0,0.0,-4.97407062397917e-05,-1.65802354132639e-05,-0.002251396500533984,-0.0007504655001779947,0.3964289172111951,0.1321429724037317,0.0,0.0,0.0,0.0,-284.82451209423243,-94.94150403141082,-90.0,0,1301,0,58,192397,63702,0,116161,116484,1301,0,76236,0,24,0,0,0,82,0.0,0.044581091468101464,0.0,0.01119997245202779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4405.727365562223,3791.8877238486702,4536.04600354898,4935.485738178053,14.141901567713722,13.400394568875658,96.88529799081348,95.36951439432244,213.6929154796076,578.7141226718229,0.8888888888888888,0.2689543166562072,0.0,0.0,0.0,0.0
30000,15,-372.0094293212891,20.525126470166327,0.0,0.0,0.0,3.36,257,0,257,0,0.0,3.0,771,0,0,0,0,771,0.0,0.8811428571428571,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.34437045454978943,0.3379862308502197,0.3493441641330719,-1.0661325454711914,-0.07038978966884316,1441.0235961914063,1.0447525277733802,-5.850383165751885e-05,-0.0017528255083279398,0.4083122554670248,0.0,0.0,-282.41593362691344,-90.0,0.0,-5.850383165751885e-05,-1.950127721917295e-05,-0.0017528255083279398,-0.0005842751694426466,0.4083122554670248,0.13610408515567493,0.0,0.0,0.0,0.0,-282.41593362691344,-94.13864454230448,-90.0,0,1201,0,57,190101,59533,0,108669,109001,1211,0,81432,0,15,0,0,0,72,0.0,0.04746044962531224,0.0,0.011051909928314422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402.739197612096,3613.865631347633,4545.891443131203,4996.278136549883,16.13672720628131,15.041130747165917,98.71030886016703,95.88058586459714,206.80686966686923,619.6613470722206,0.9032258064516129,0.2689763792705668,0.0,0.0,0.0,0.0
32000,16,-371.6299176025391,22.404902618918356,0.0,0.0,0.0,3.36,273,0,273,0,0.0,3.0,819,0,0,0,0,819,0.0,0.8778135048231511,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3484320044517517,0.3426830768585205,0.35366198420524597,-1.0543956756591797,-0.045643580099567774,1347.1247680664062,1.076440991461277,-7.771890601408788e-05,-0.0022422183433779786,0.4734373742050775,0.0,0.0,-282.10103360003416,-90.0,0.0,-7.771890601408788e-05,-2.590630200469596e-05,-0.0022422183433779786,-0.0007474061144593262,0.4734373742050775,0.15781245806835917,0.0,0.0,0.0,0.0,-282.10103360003416,-94.03367786667805,-90.0,0,1283,0,58,189734,59461,0,107720,108024,1283,0,82014,0,34,0,0,0,92,0.0,0.04520654715510522,0.0,0.011910508726327516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4487.399056245084,3812.76047143694,4540.164245302117,5006.0744564791885,14.37852689488419,13.212006212002208,98.64299800187091,95.13717489885514,208.2156821473556,602.3572005560602,0.8928571428571429,0.2726733813757232,0.0,0.0,0.0,0.0
34000,17,-369.4269097900391,21.63529282481259,0.0,0.0,0.0,3.34,290,0,290,0,0.0,3.0,870,0,0,0,0,870,0.0,0.8787878787878788,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.35162729024887085,0.34542182087898254,0.3571876883506775,-1.0452779531478882,-0.0683401942718774,1371.2534423828124,1.1077093556523323,-5.5652950200512045e-05,-0.0018170719161119935,0.40429891440450355,0.0,0.0,-279.82934015692706,-90.0,0.0,-5.5652950200512045e-05,-1.8550983400170683e-05,-0.0018170719161119935,-0.0006056906387039979,0.40429891440450355,0.13476630480150117,0.0,0.0,0.0,0.0,-279.82934015692706,-93.27644671897569,-90.0,0,1310,0,57,188491,59956,0,108330,108639,1324,0,80161,0,24,0,0,0,81,0.0,0.04351145038167939,0.0,0.0120926797747623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4418.721902102429,3700.9997585862498,4489.921066343632,5246.654899075861,14.198721157766517,13.725868863763296,97.5537287654644,95.42487889480948,218.8337979656064,558.8045745333882,0.9107142857142857,0.27480439622686637,0.0,0.0,0.0,0.0
36000,18,-365.956650390625,23.861473423628894,0.0,0.0,0.0,3.22,309,0,309,0,0.0,3.0,927,0,0,0,0,927,0.0,0.8870813397129187,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3542451858520508,0.34700873494148254,0.35932236909866333,-1.0378764867782593,-0.06263505304232239,1265.0081176757812,1.133026272058487,-4.925087824600504e-05,-0.0020514903544879225,0.38484873452199264,0.0,0.0,-276.33940757037857,-90.0,0.0,-4.925087824600504e-05,-1.6416959415335013e-05,-0.0020514903544879225,-0.0006838301181626409,0.38484873452199264,0.12828291150733087,0.0,0.0,0.0,0.0,-276.33940757037857,-92.11313585679285,-90.0,0,1183,0,55,196319,71609,0,120819,121180,1183,0,75500,0,49,0,0,0,104,0.0,0.04649196956889264,0.0,0.00979150630281661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4464.787594449572,3773.2966330795666,4470.877711369481,5008.240452321184,14.080317005469015,13.629195192672201,96.44692648317873,95.91110098246415,217.93348308202684,636.77954321852,0.9824561403508771,0.28221963268207767,0.0,0.0,0.0,0.0
38000,19,-357.4354455566406,28.00970027913929,0.0,0.0,0.0,3.18,325,0,325,0,0.0,3.0,975,0,0,0,0,975,0.0,0.8887876025524157,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.35766857862472534,0.35032838582992554,0.3636121451854706,-1.0282678604125977,-0.05982174421660602,1284.429052734375,1.1578720271587373,-4.5762891335512614e-05,-0.0023854353906472554,0.3780894864849859,0.0,0.0,-267.81110145707584,-90.0,0.0,-4.5762891335512614e-05,-1.5254297111837539e-05,-0.0023854353906472554,-0.0007951451302157518,0.3780894864849859,0.12602982882832864,0.0,0.0,0.0,0.0,-267.81110145707584,-89.27036715235862,-90.0,0,1117,0,52,188693,66099,139,115510,115759,1131,0,73183,0,27,0,0,0,79,0.0,0.046553267681289166,0.0,0.009670158427841745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4271.435011527416,3729.301879129359,4335.226345289115,4926.825633576522,15.91808876624354,14.652144435858881,98.59333606581828,95.93622845517346,201.95530385420514,654.2537122768452,0.9433962264150944,0.2811052688159579,0.0,0.0,0.0,0.0
40000,20,-358.0121563720703,35.047133696844114,0.0,0.0,0.0,3.22,341,0,341,0,0.0,3.0,1023,0,0,0,0,1023,0.0,0.8849480968858131,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3616411089897156,0.3555290699005127,0.36756348609924316,-1.017195463180542,-0.07455125306732953,1176.1769897460938,1.1890810966491698,-7.003650167809012e-05,-0.002863478136617933,0.6277742384141232,0.0,0.0,-268.63699367621354,-90.0,0.0,-7.003650167809012e-05,-2.3345500559363372e-05,-0.002863478136617933,-0.0009544927122059777,0.6277742384141232,0.2092580794713744,0.0,0.0,0.0,0.0,-268.63699367621354,-89.54566455873784,-90.0,0,1350,0,59,186203,55092,0,103394,103580,1378,0,82809,0,62,0,0,0,121,0.0,0.0437037037037037,0.0,0.013056850494225971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4294.717527280476,3599.873911139999,4375.120786287694,5006.644795853882,15.55502814716486,15.421296241204539,101.36704094121927,95.59821632923206,192.8875009214782,697.5443381609846,0.8679245283018868,0.2845446205925635,0.0,0.0,0.0,0.0
42000,21,-351.9810186767578,33.281406016583226,0.0,0.0,0.0,3.26,360,0,360,0,0.0,3.0,1080,0,0,0,0,1080,0.0,0.8933002481389578,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3650759160518646,0.35941311717033386,0.3715735971927643,-1.0077435970306396,-0.07355209486559033,1175.3636474609375,1.2204186275601387,-0.0004976421776737508,-0.0033206097642276174,0.5417899063501864,0.0,0.0,-262.5189875171709,-90.0,0.0,-0.0004976421776737508,-0.00016588072589125027,-0.0033206097642276174,-0.0011068699214092058,0.5417899063501864,0.18059663545006213,0.0,0.0,0.0,0.0,-262.5189875171709,-87.5063291723903,-90.0,0,1080,0,53,194528,75172,494,123215,123257,1097,0,71391,0,24,0,0,0,77,0.0,0.049074074074074076,0.0,0.00876516657874447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4041.645430391119,3199.461798353688,4209.061869245981,4956.889783508552,19.155459300162857,18.288600359206097,97.47494209828508,95.83232057820307,196.40970877223626,767.7232282369026,0.9322033898305084,0.29348206475982086,0.0,0.0,0.0,0.0
44000,22,-345.2475012207031,32.39891087815843,0.0,0.0,0.0,3.28,378,0,378,0,0.0,3.0,1134,0,0,0,0,1134,0.0,0.8992862807295797,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.36901482939720154,0.36219438910484314,0.37629377841949463,-0.9970404505729675,-0.09197731660678983,1275.5317993164062,1.2500652149319649,-0.002143097672912686,-0.0052503209643247626,0.5296610663272339,0.0,0.0,-255.7697779928889,-90.0,0.0,-0.002143097672912686,-0.0007143658909708954,-0.0052503209643247626,-0.0017501069881082543,0.5296610663272339,0.17655368877574462,0.0,0.0,0.0,0.0,-255.7697779928889,-85.25659266429629,-90.0,0,1069,0,52,193368,72723,394,125703,125854,1097,0,67665,0,54,0,0,0,106,0.0,0.04864359214218896,0.0,0.008504172533670636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3875.9053304921226,2980.075324845385,4032.1759030986127,4571.604437343169,19.55835916673478,17.91737500504304,97.65676636959805,95.7448938972675,189.26987319632832,737.1804131474479,0.9629629629629629,0.2973837685104543,0.0,0.0,0.0,0.0
46000,23,-337.5520367431641,28.25461209334834,0.0,0.0,0.0,3.16,391,0,391,0,0.0,3.0,1173,0,0,0,0,1173,0.0,0.8899848254931715,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.3735690116882324,0.3665485382080078,0.38105419278144836,-0.9847784042358398,-0.10104848281480372,1333.1777587890624,1.2844154343008996,-0.0021596319045415198,-0.006120775116567514,0.39777886175177524,0.0,0.0,-247.94154292601988,-90.0,0.0,-0.0021596319045415198,-0.0007198773015138399,-0.006120775116567514,-0.002040258372189171,0.39777886175177524,0.13259295391725842,0.0,0.0,0.0,0.0,-247.94154292601988,-82.64718097533996,-90.0,0,1319,0,57,185111,60241,600,113210,111541,2711,0,72108,0,51,0,0,0,108,0.0,0.043214556482183475,0.0,0.01165091423019168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3790.918900019022,3293.03307921047,3789.4018245460447,4544.696507498799,19.880998368757353,18.205961438128803,97.01339791450933,94.71785473818366,184.54131704838173,743.0658492915859,0.9148936170212766,0.2962659480688953,0.0,0.0,0.0,0.0
48000,24,-340.5050238037109,31.204091904242013,0.0,0.0,0.0,3.22,406,0,406,0,0.0,3.0,1218,0,0,0,0,1218,0.0,0.8936170212765957,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.37498730421066284,0.36773595213890076,0.38361653685569763,-0.9810155630111694,-0.08853980489075183,1159.3357788085937,1.309298077225685,-0.0018029388075701683,-0.008215227837628666,0.5489033261815507,0.0,0.0,-251.0439120694625,-90.0,0.0,-0.0018029388075701683,-0.0006009796025233894,-0.008215227837628666,-0.0027384092792095555,0.5489033261815507,0.18296777539385023,0.0,0.0,0.0,0.0,-251.0439120694625,-83.68130402315417,-90.0,0,896,0,45,175740,60787,450,110962,109323,2477,0,64778,0,15,0,0,0,60,0.0,0.05022321428571429,0.0,0.008074836430489717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3567.509954207847,2867.268016479735,3446.2595852362947,4175.536504984529,23.65945314905456,20.856285431211116,102.19420463965673,96.54793623728457,143.86297086688566,1070.4912530235918,0.8703703703703703,0.3037892247181245,0.0,0.0,0.0,0.0
50000,25,-338.934192199707,37.94296801324467,0.0,0.0,0.0,3.36,420,0,420,0,0.0,3.0,1260,0,0,0,0,1260,0.0,0.89171974522293,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.37746962904930115,0.37162643671035767,0.38765886425971985,-0.9744471907615662,-0.09501969050616026,1064.6804321289062,1.3234052374958991,-0.006658918479830353,-0.011167387025697197,0.8417926351864047,0.0,0.0,-249.75816001541304,-90.0,0.0,-0.006658918479830353,-0.0022196394932767842,-0.011167387025697197,-0.0037224623418990656,0.8417926351864047,0.2805975450621349,0.0,0.0,0.0,0.0,-249.75816001541304,-83.25272000513768,-90.0,6,1095,0,50,180336,73852,616,121418,120522,1704,0,59189,0,15,0,0,0,65,0.0,0.045662100456621,3.327122704285334e-05,0.009018432192920325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3564.5794510657206,3019.0278279819686,3557.629929754803,4277.895860325945,22.251110070159292,21.897047092207025,105.21593828945315,95.83140707866418,164.50695022263773,803.5370692276607,0.8260869565217391,0.30709844945876935,0.0,0.0,0.0,0.0
52000,26,-335.86044647216795,44.921756305823905,0.0,0.0,0.0,3.48,436,0,436,0,0.0,3.0,1308,0,0,0,0,1308,0.0,0.889795918367347,0.0,0.0,0.0,False,paper_literal_eq15_eq20_joint_v3,paper_joint,paper_fixed_v1,paper,0.0,paper_eq9,vanilla_mappo_paper_env_v2,tanh_squashed_normal_v1,eq17_engineering_thresholds_unbounded_tail_v2,"{""d_att_max_m"":null,""h_adv_m"":5000.0,""h_att_m"":2000.0,""h_max_m"":10000.0,""h_min_m"":0.0,""high_altitude_tail"":0.1,""version"":""eq17_engineering_thresholds_unbounded_tail_v2""}",0.37934860587120056,0.3736225664615631,0.38919976353645325,-0.9694684743881226,-0.1185804782435298,1153.5461669921874,1.341415172815323,-0.010657630509636931,-0.011623353426988867,1.2185005984024968,0.0,0.0,-247.0566651867074,-90.0,0.0,-0.010657630509636931,-0.0035525435032123104,-0.011623353426988867,-0.0038744511423296226,1.2185005984024968,0.4061668661341656,0.0,0.0,0.0,0.0,-247.0566651867074,-82.35222172890246,-90.0,0,1156,0,57,186548,70227,2436,117290,114893,3338,0,69480,0,30,0,0,0,87,0.0,0.04930795847750865,0.0,0.009855912695029414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230.4508516345186,2322.108389982358,3193.034370511144,4074.411607192808,24.171887200733998,23.90089850102304,102.76434968941135,95.57700900304765,152.92361387806403,719.961172875828,0.8666666666666667,0.3077210865452873,0.0,0.0,0.0,0.0
